CaseID	Stratum	EventSequence	VehicleNumber	ClassVehicle	DamageArea	EVEObjectContact	ClassVehicle2	DamageArea2	PSU	PSUStrata	RATWeight
823004762	S	3	2	20	F	4	68	L	82	10	33.237
823004762	S	4	1	2	R	4	68	F	82	10	33.237
823004922	S	1	1	60	L	56	0	0	82	10	11.952
823004922	S	2	1	60	L	58	0	0	82	10	11.952
823004922	S	3	1	60	T	31	0	N	82	10	11.952
823005424	S	1	1	68	F	56	0	0	82	10	62.628
823005424	S	2	1	68	N	34	0	N	82	10	62.628
823005424	S	3	1	68	R	56	0	0	82	10	62.628
823005566	S	1	1	67	F	64	0	0	82	10	33.237
823005982	S	1	1	68	L	31	0	N	82	10	62.628
823005982	S	2	1	68	L	63	0	0	82	10	62.628
828004080	S	1	1	68	L	31	0	N	5	2	790.707
828004080	S	2	1	68	T	68	0	0	5	2	790.707
828004158	S	1	1	3	F	2	68	L	5	2	790.707
828004178	S	1	1	2	B	3	60	F	5	2	790.707
828004178	S	2	1	2	F	2	4	B	5	2	790.707
828004178	S	3	2	4	F	4	60	F	5	2	790.707
864004188	S	1	1	3	F	2	68	R	6	1	29.901
864004188	S	2	1	3	L	2	68	R	6	1	29.901
864004188	S	3	1	3	F	56	0	0	6	1	29.901
864004188	S	4	2	68	F	56	0	0	6	1	29.901
864004189	S	1	1	3	F	2	60	R	6	1	29.901
864004267	S	1	1	68	F	54	0	0	6	1	29.901
864004267	S	2	1	68	R	31	0	N	6	1	29.901
864004367	S	1	6	68	F	1	1	L	6	1	29.901
864004367	S	2	6	68	F	2	1	L	6	1	29.901
864004367	S	3	2	1	R	4	31	L	6	1	29.901
864004367	S	4	5	3	F	3	31	B	6	1	29.901
864004367	S	5	3	31	F	56	0	0	6	1	29.901
864004367	S	6	5	3	F	6	68	R	6	1	29.901
864004407	S	1	1	68	R	54	0	0	6	1	0
864004407	S	2	1	68	R	31	0	N	6	1	0
864004408	S	1	1	2	F	2	67	F	6	1	19.812
864004427	S	1	1	2	9	2	68	F	6	1	29.901
864004427	S	2	1	2	T	2	68	U	6	1	29.901
864004427	S	3	1	2	F	3	68	B	6	1	29.901
864004487	S	1	1	20	R	3	68	L	6	1	29.901
864004487	S	2	1	20	L	54	0	0	6	1	29.901
864004487	S	3	2	2	R	3	68	L	6	1	29.901
864004487	S	4	2	2	L	54	0	0	6	1	29.901
864004488	S	1	1	68	F	51	0	0	6	1	29.901
864004488	S	2	1	68	F	56	0	0	6	1	29.901
864004488	S	3	1	68	R	31	0	N	6	1	29.901
864004587	S	1	1	9	R	2	68	L	6	1	29.901
864004587	S	2	2	68	R	54	0	0	6	1	29.901
864004627	S	1	1	14	R	2	20	L	6	1	29.901
864004627	S	2	4	68	F	1	14	R	6	1	29.901
864004627	S	3	4	68	L	3	3	R	6	1	29.901
864004627	S	4	3	3	L	54	0	0	6	1	29.901
864004628	S	1	1	21	B	3	68	F	6	1	29.901
864004628	S	2	1	21	F	2	68	B	6	1	29.901
864004727	S	1	1	21	F	2	68	B	6	1	19.812
864004728	S	1	1	3	F	2	68	B	6	1	19.812
864004729	S	1	1	68	N	34	0	N	6	1	29.901
864004729	S	2	1	68	F	56	0	0	6	1	29.901
864004730	S	1	1	68	F	55	0	0	6	1	29.901
864004808	S	1	1	1	B	2	68	F	6	1	29.901
864004811	S	1	3	68	F	2	60	R	6	1	29.901
864004811	S	2	3	68	R	1	14	L	6	1	29.901
864004811	S	3	3	68	R	31	0	N	6	1	29.901
864004907	S	1	1	68	R	54	0	0	6	1	29.901
864004907	S	2	1	68	R	31	0	N	6	1	29.901
864005407	S	1	1	68	F	70	0	0	6	1	29.901
864005407	S	2	1	68	F	72	0	0	6	1	29.901
864005407	S	3	1	68	F	70	0	0	6	1	29.901
864005407	S	4	1	68	F	54	0	0	6	1	29.901
864005408	B	1	1	1	F	2	68	L	6	1	19.812
864005408	B	2	1	1	F	2	68	U	6	1	19.812
870003250	S	1	2	68	L	1	3	R	49	7	0
870003250	S	2	1	3	B	2	68	L	49	7	0
870003250	S	3	1	3	F	64	0	0	49	7	0
870003268	S	1	3	68	F	2	2	B	49	7	0
870003268	S	2	2	2	F	1	3	B	49	7	0
870004528	S	1	2	68	F	1	2	F	49	7	23.167
870004528	S	2	2	68	N	33	0	N	49	7	23.167
870004628	S	1	3	68	F	1	1	R	49	7	50.061
870004628	S	2	1	1	L	2	3	R	49	7	50.061
870004628	S	3	3	68	F	1	1	R	49	7	50.061
870004628	S	4	1	1	T	31	0	N	49	7	50.061
870004628	S	5	3	68	F	55	0	0	49	7	50.061
870004673	B	1	2	60	F	64	0	0	49	7	23.167
870004673	B	2	1	2	F	79	0	0	49	7	23.167
870004673	B	3	1	2	F	56	0	0	49	7	23.167
870004688	S	1	1	68	R	31	0	N	49	7	80.73
870004733	S	1	1	68	R	45	0	0	49	7	50.061
870004733	S	2	1	68	N	34	0	N	49	7	50.061
870004733	S	3	1	68	D	54	0	0	49	7	50.061
870004733	S	4	1	68	F	54	0	0	49	7	50.061
870004748	S	1	1	68	F	54	0	0	49	7	80.73
870004748	S	2	1	68	N	34	0	N	49	7	80.73
870004748	S	3	1	68	F	54	0	0	49	7	80.73
870004788	S	1	1	21	F	2	68	L	49	7	50.061
870004788	S	2	1	21	R	2	68	L	49	7	50.061
870004788	S	3	2	68	F	54	0	0	49	7	50.061
870004828	S	1	1	30	B	2	68	F	49	7	50.061
870004828	S	2	1	30	F	3	67	D	49	7	50.061
870004891	S	1	1	21	B	2	68	F	49	7	23.167
870004891	S	2	1	21	N	33	0	N	49	7	23.167
870004891	S	3	1	21	B	58	0	0	49	7	23.167
870004968	S	1	1	14	F	2	68	L	49	7	80.73
870005168	S	1	1	68	F	2	68	B	49	7	50.061
870005188	S	1	1	30	F	2	67	D	49	7	50.061
870005232	S	1	1	60	F	54	0	0	49	7	50.061
870005232	S	2	1	60	L	31	0	N	49	7	50.061
870005248	S	1	1	60	F	2	60	B	49	7	23.167
870005248	S	2	1	60	F	54	0	0	49	7	23.167
870005249	S	1	2	67	F	54	0	0	49	7	50.061
870005249	S	2	2	67	F	51	0	0	49	7	50.061
870005249	S	3	1	2	L	88	0	0	49	7	50.061
870005388	B	1	1	3	F	56	0	0	49	7	23.167
870005388	B	2	1	3	F	2	68	L	49	7	23.167
870005388	B	3	1	3	L	2	68	U	49	7	23.167
870005508	S	1	1	30	B	2	68	F	49	7	50.061
870005508	S	2	1	30	F	3	68	B	49	7	50.061
870005531	S	1	1	60	L	31	0	N	49	7	50.061
870005628	S	1	3	68	F	1	20	B	49	7	50.061
870005628	S	2	1	20	F	2	3	B	49	7	50.061
870005688	S	1	1	1	B	2	68	F	49	7	23.167
870006034	B	1	1	2	L	2	31	F	49	7	23.167
870006034	B	2	2	31	B	3	60	F	49	7	23.167
870006108	S	1	1	60	U	72	0	0	49	7	23.167
870006168	S	1	1	31	R	2	68	F	49	7	50.061
870006194	S	1	1	1	F	2	31	L	49	7	50.061
870006194	S	2	1	1	F	2	31	B	49	7	50.061
870006194	S	3	2	31	R	3	68	F	49	7	50.061
870006194	S	4	2	31	R	3	68	L	49	7	50.061
870006194	S	5	1	1	R	3	68	L	49	7	50.061
870006194	S	6	2	31	F	56	0	0	49	7	50.061
870006194	S	7	2	31	R	56	0	0	49	7	50.061
870006214	S	1	1	1	L	2	68	V	49	7	50.061
876004343	S	1	2	60	F	42	0	0	4	3	53.409
876004343	S	2	2	60	L	1	31	R	4	3	53.409
876004343	S	3	2	60	F	41	0	0	4	3	53.409
876005381	S	1	1	14	B	2	68	F	4	3	34.364
884003605	S	1	1	68	F	44	0	0	81	11	0
884003605	S	2	1	68	N	34	0	N	81	11	0
884003606	S	1	1	4	F	2	68	F	81	11	0
884003606	S	2	2	68	R	31	0	N	81	11	0
884003645	S	1	1	60	L	31	0	N	81	11	0
884003645	S	2	1	60	T	70	0	0	81	11	0
884003645	S	3	1	60	T	70	0	0	81	11	0
884003685	S	1	2	60	F	1	2	B	81	11	0
884003725	S	1	1	60	R	72	0	0	81	11	0
884003725	S	2	1	60	R	88	0	0	81	11	0
884003847	S	1	1	3	F	2	68	F	81	11	14.014
884003927	S	1	1	68	L	31	0	N	81	11	73.431
884003927	S	2	1	68	L	63	0	0	81	11	73.431
884003927	S	3	1	68	T	50	0	0	81	11	73.431
884003948	S	1	1	5	F	2	68	B	81	11	73.431
884003968	S	1	1	3	B	2	80	F	81	11	14.014
884003968	S	2	3	60	U	73	0	0	81	11	14.014
884004045	S	1	1	68	F	56	0	0	81	11	14.014
884004045	S	2	1	68	U	58	0	0	81	11	14.014
884004045	S	3	1	68	F	68	0	0	81	11	14.014
884004045	S	4	1	68	T	31	0	N	81	11	14.014
884004185	S	1	1	31	F	2	68	B	81	11	38.971
884004225	S	1	1	30	F	2	68	B	81	11	38.971
884004265	S	1	2	68	L	1	3	R	81	11	73.431
884004265	S	2	1	3	R	2	68	L	81	11	73.431
884004265	S	3	3	60	F	1	3	B	81	11	73.431
884004325	S	1	1	68	L	31	0	N	81	11	73.431
884004325	S	2	1	68	9	45	0	0	81	11	73.431
884004368	S	1	1	68	F	2	60	B	81	11	14.014
884004485	S	1	5	68	V	2	20	B	81	11	73.431
884004485	S	2	2	20	R	3	1	B	81	11	73.431
884004485	S	3	3	1	R	4	60	B	81	11	73.431
884004485	S	4	5	68	F	56	0	0	81	11	73.431
884004485	S	5	2	20	F	54	0	0	81	11	73.431
884004485	S	6	2	20	R	31	0	N	81	11	73.431
884004485	S	7	1	31	F	2	20	B	81	11	73.431
884004485	S	8	1	31	R	3	1	B	81	11	73.431
884004485	S	9	3	1	F	4	60	L	81	11	73.431
884004485	S	10	3	1	N	33	0	N	81	11	73.431
884004485	S	11	2	20	N	33	0	N	81	11	73.431
884004545	S	1	1	20	F	2	68	B	81	11	14.014
884004545	S	2	1	20	T	31	0	N	81	11	14.014
884004607	S	1	1	4	L	2	68	F	81	11	38.971
884004688	S	1	3	60	F	1	30	F	81	11	73.431
884004688	S	2	3	60	L	2	1	R	81	11	73.431
884004688	S	3	2	1	L	64	0	0	81	11	73.431
884004688	S	4	3	60	F	64	0	0	81	11	73.431
884004689	K	1	1	1	F	2	68	B	81	11	38.971
884004745	S	1	1	2	B	3	68	F	81	11	73.431
884004745	S	2	3	68	F	2	5	B	81	11	73.431
884004745	S	3	2	5	R	3	68	R	81	11	73.431
884004745	S	4	3	68	F	54	0	0	81	11	73.431
884004745	S	5	3	68	N	34	0	N	81	11	73.431
884004768	S	1	2	67	F	70	0	0	81	11	38.971
884004768	S	2	2	67	F	1	14	L	81	11	38.971
884004768	S	3	2	67	F	58	0	0	81	11	38.971
884004828	B	1	1	14	R	54	0	0	81	11	14.014
884004828	B	2	1	14	L	2	68	F	81	11	14.014
884004865	S	1	1	31	F	2	60	B	81	11	73.431
884004965	S	1	1	60	F	2	68	B	81	11	73.431
884004965	S	2	1	60	R	31	0	N	81	11	73.431
884004965	S	3	2	68	L	79	0	0	81	11	73.431
884004965	S	4	2	68	T	79	0	0	81	11	73.431
884005065	S	1	3	68	R	1	1	B	81	11	73.431
884005065	S	2	1	1	F	2	3	B	81	11	73.431
884005065	S	3	1	1	R	3	68	R	81	11	73.431
884005105	S	1	1	31	F	2	60	L	81	11	38.971
884005105	S	2	1	31	F	2	60	F	81	11	38.971
884005105	S	3	1	31	B	60	0	0	81	11	38.971
884005168	S	1	1	68	R	31	0	N	81	11	73.431
884005168	S	2	1	68	R	56	0	0	81	11	73.431
884005168	S	3	1	68	F	51	0	0	81	11	73.431
884005169	S	1	2	68	R	3	68	L	81	11	14.014
884005169	S	2	2	68	R	54	0	0	81	11	14.014
884005169	S	3	2	68	F	51	0	0	81	11	14.014
884005169	S	4	2	68	F	52	0	0	81	11	14.014
884005169	S	5	2	68	F	1	1	R	81	11	14.014
884005169	S	6	2	68	F	54	0	0	81	11	14.014
884005169	S	7	2	68	L	31	0	N	81	11	14.014
884005185	S	1	1	38	B	6	68	F	81	11	73.431
884005185	S	2	1	38	F	2	14	B	81	11	73.431
884005185	S	3	2	14	F	3	4	B	81	11	73.431
884005185	S	4	3	4	F	4	1	B	81	11	73.431
884005185	S	5	4	1	F	5	31	B	81	11	73.431
884005205	S	1	5	68	F	56	0	0	81	11	38.971
884005205	S	2	1	20	F	5	68	L	81	11	38.971
884005205	S	3	1	20	F	5	68	L	81	11	38.971
884005205	S	4	2	21	F	1	20	B	81	11	38.971
884005205	S	5	2	21	F	5	68	L	81	11	38.971
884005205	S	6	3	20	L	4	1	R	81	11	38.971
884005205	S	7	4	1	L	56	0	0	81	11	38.971
884005205	S	8	3	20	R	2	21	L	81	11	38.971
884005205	S	9	3	20	F	5	68	L	81	11	38.971
884005245	S	1	1	60	L	31	0	N	81	11	14.014
884005245	S	2	1	60	T	56	0	0	81	11	14.014
884005285	S	1	2	67	F	54	0	0	81	11	73.431
884005285	S	2	2	67	F	1	3	B	81	11	73.431
884005327	S	1	1	3	F	2	60	F	81	11	14.014
884005327	S	2	1	3	N	33	0	N	81	11	14.014
884005385	J	1	1	2	F	2	68	F	81	11	38.971
884005385	J	2	1	2	F	2	68	L	81	11	38.971
884005385	J	3	1	2	R	2	68	L	81	11	38.971
884005385	J	4	1	2	R	2	68	L	81	11	38.971
884005425	S	1	1	68	R	31	0	N	81	11	73.431
884005485	S	1	1	1	R	2	2	L	81	11	73.431
884005485	S	2	1	1	F	3	68	V	81	11	73.431
884005485	S	3	1	1	R	3	68	U	81	11	73.431
884005486	S	1	1	2	F	54	0	0	81	11	73.431
884005486	S	2	1	2	F	2	68	L	81	11	73.431
884005486	S	3	1	2	R	2	68	L	81	11	73.431
884005486	S	4	2	68	L	31	0	N	81	11	73.431
884005545	S	1	1	14	B	3	60	L	81	11	73.431
884005545	S	2	1	14	F	2	16	B	81	11	73.431
884005545	S	3	3	60	F	51	0	0	81	11	73.431
884005565	S	1	3	68	F	1	2	B	81	11	73.431
884005565	S	2	1	2	F	2	16	F	81	11	73.431
884005565	S	3	1	2	B	54	0	0	81	11	73.431
884005565	S	4	1	2	T	31	0	N	81	11	73.431
884005685	S	1	1	20	R	2	60	F	81	11	73.431
884005685	S	2	1	20	L	31	0	N	81	11	73.431
884005685	S	3	1	20	T	50	0	0	81	11	73.431
884005685	S	4	1	20	T	57	0	0	81	11	73.431
884005685	S	5	1	20	U	2	60	L	81	11	73.431
884005686	S	1	1	20	F	2	68	B	81	11	38.971
884005686	S	2	1	20	R	70	0	0	81	11	38.971
884005705	K	1	1	14	F	2	60	L	81	11	38.971
884005705	K	2	2	60	L	31	0	N	81	11	38.971
884005825	S	1	2	68	F	70	0	0	81	11	73.431
884005825	S	2	2	68	F	1	15	B	81	11	73.431
884005845	S	1	1	21	F	2	60	B	81	11	38.971
884005905	K	1	4	60	R	1	21	F	81	11	14.014
884005905	K	2	1	21	L	4	60	R	81	11	14.014
884005905	K	3	2	14	F	1	21	R	81	11	14.014
884005905	K	4	3	2	F	2	14	R	81	11	14.014
884005925	S	1	1	1	F	2	60	F	81	11	14.014
884006005	S	1	1	2	R	2	68	L	81	11	73.431
884006005	S	2	1	2	F	2	68	L	81	11	73.431
884006005	S	3	1	2	R	2	68	V	81	11	73.431
884006005	S	4	1	2	R	31	0	N	81	11	73.431
884006065	S	1	1	1	F	55	0	0	81	11	14.014
884006065	S	2	1	1	R	2	14	F	81	11	14.014
884006065	S	3	1	1	L	3	60	F	81	11	14.014
884006186	S	1	1	60	R	68	0	0	81	11	73.431
884006186	S	2	1	60	L	2	68	9	81	11	73.431
884006186	S	3	1	60	L	31	0	N	81	11	73.431
884006226	S	1	1	3	B	68	0	0	81	11	14.014
884006226	S	2	1	3	N	33	0	N	81	11	14.014
884006226	S	3	1	3	B	2	60	F	81	11	14.014
885006067	S	1	1	20	B	3	68	F	43	9	127.503
885006067	S	2	1	20	R	56	0	0	43	9	127.503
885006067	S	3	1	20	R	2	21	F	43	9	127.503
885006067	S	4	1	20	R	2	21	R	43	9	127.503
