CaseID	VehicleNumber	EventNumber	PositionNumber	DCType	ObjectContactClass	CDCObjectContact	ForceDirection	ClockForce	OverrideDesc	DeformLocation	DeformLong	DeformVertical	DeformDistribution	DeformExtent	DeformCode	ImpactNumber	DamageLocation	FieldLocation	MaxCrushLocation	CDCCategory	CDCWidth	PSU	PSUStrata	RATWeight
161005202	1	1	1	T	1	1	300	10	1	L	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Four	10LYEW04	9	Not Collected	Not Collected	Not Collected	97	9997	43	9	205.616
161005202	2	1	1	T	1	1	50	2	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Three	02FYEW03	1	Starts 90cm left of RF bumper corner extd left.	Front Plane	none noted	2	97	43	9	205.616
207003882	1	1	1	T	1	1	10	12	11	F	D Distributed - side or end	A All	W	Nine	12FDAW09	1	from C1-to-C6 entire front=163cm	from C1-to-C6,entire front plane= 163cm	@C1=83cm	2	163	78	12	0
207003882	2	1	1	T	1	1	190	6	14	B	Y Side (F + P) OR End (L + C)	A Top to Bottom of vehicle / no wheels	W	0B	06BYAW0B	1	uew of  trailer end & undercarriage	entire back end plane & trailer undercarriage	unknown	2	205	78	12	0
207004905	1	1	1	T	2	34	999	13	1	C	L Left - front or rear	H Top of frame to top of vehicle	E	Unknown	13CLHE99	1	back of cab	left rear cab corner	>10cm	2	30	78	12	49.662
207004905	1	1	2	T	2	34	999	13	1	L	T Trailer	E belt line and below	E	0A	13LTEE0A	4	left front corner of trailer	na	none/blue paint transfer	1	30	78	12	49.662
207004905	1	2	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Five	00TDDO05	2	entire top/ rollover damage	na	roof	3	862	78	12	49.662
207004905	1	3	2	T	3	58	888	0	1	T	T Trailer	R Right	9	0A	00TTR90A	3	topright side of Trailer/approx 850cm fwd of rear	na	unknown	3	9999	78	12	49.662
222004325	1	1	1	T	1	1	0	12	1	F	R Right - front or rear	E Everything below belt line	W	One	12FREW01	1	begins 37 cms right of cp to right	n/a	RFBC	2	51	82	10	33.237
222004325	1	2	1	T	1	1	320	11	1	L	D Distributed - side or end	A All	W	Three	11LDAW03	2	direct on entire left side/overlap with event 4	n/a	290cm aft of front axle	1	513	82	10	33.237
222004325	3	2	1	T	1	1	0	12	1	F	L Left - front or rear	E belt line and below	E	Nine	12FLEE09	1	Begins @ LFBC	Not Applicable	LFBC	2	9999	82	10	33.237
222004325	3	3	2	T	2	34	999	13	1	R	T Trailer	A Top to Bottom of vehicle / no wheels	W	0A	13RTAW0A	2	Right side near front of trailer	Not Applicable	Unknown	1	9999	82	10	33.237
222004325	3	3	1	T	2	34	999	13	1	C	R Right - front or rear	G Belt line and above	W	One	13CRGW01	3	Begins @ RR corner of cab	Not Applicable	Unknown	2	60	82	10	33.237
222004362	1	1	1	T	3	54	10	12	1	F	R Right - front or rear	E belt line and below	E	One	12FREE01	1	Begins at RFBC	Not Applicable	Unknown	2	9999	82	10	62.628
222004362	1	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00RDAO01	2	Entire right side of vehicle	Not Applicable	Unknown	1	9999	82	10	62.628
222005126	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	1	Not Collected	Not Collected	Not Collected	1	9997	5	2	790.707
240006845	1	1	1	T	1	1	180	6	1	B	Z Side (P + B) OR End (C + R)	A All	W	Three	06BZAW03	1	beg. @ r.b. bmpr. corner, ext. 74cm to lb bmpr. co	beg. @ rb bmpr. corner, extends to lb bmpr. corner	rb bmpr. corner	2	74	12	5	292.312
240006845	1	2	1	T	1	1	20	1	1	R	Z Side (P + B) OR End (C + R)	A All	W	Three	01RZAW03	2	beg. 44cm ahead of r.r. axle	beg. 18cm behind r.r. axle overlapping Imp. #1	center of r. back doors	1	269	12	5	292.312
240006845	1	3	1	T	1	1	999	99	1	R	9 Unknown	9 Unknown	9	Unknown	99R99999	3	unk. right side area	unk. right side area overlapped	n/a	1	9999	12	5	292.312
240006845	1	4	1	T	1	1	999	99	1	B	9 Unknown	9 Unknown	9	Unknown	99B99999	4	unk. back area overlapped	unk. back area overlapped	n/a	2	9999	12	5	292.312
240006845	2	2	1	T	1	1	190	6	1	B	Y Side (F + P) OR End (L + C)	A All	W	One	06BYAW01	1	beg. @ l.b. bmpr. corner	beg. @ l.b. bmpr. corner	n/a	2	55	12	5	292.312
240006845	2	3	1	T	1	1	180	6	1	B	R Right - front or rear	A All	E	One	06BRAE01	2	beg. @ r.b. bmpr. corner	beg. @ r.b. bmpr. corner	n/a	2	17	12	5	292.312
240006845	2	4	1	T	1	1	30	1	1	R	P Side center section L or R	A All	W	One	01RPAW01	3	beg. 113cm ahead of r.r. axle	beg. 113cm ahead of r.r. axle	n/a	1	82	12	5	292.312
240006845	2	6	1	T	1	2	0	12	1	F	R Right - front or rear	M Middle -- top of frame to belt line or hood	N	One	12FRMN01	4	beg. above r.f. bmpr. corner, 15cm above	beg. above r.f. bmpr. corner	n/a	2	37	12	5	292.312
240006845	3	1	1	T	1	1	0	12	1	F	L Left - front or rear	E belt line and below	W	Seven	12FLEW07	1	beg. @ l.f. bumper corner	whole front bumper	l.f. corner	2	45	12	5	292.312
240006845	3	5	1	T	2	34	999	13	1	C	L Left - front or rear	E belt line and below	W	Seven	13CLEW07	2	beg. 12cm right of left front corner	beg. 12cm right of left fornt corner	none on trailer	2	9999	12	5	292.312
240006845	3	5	2	T	2	34	999	13	1	L	T Trailer	F Belt line/below on trailer	W	0A	13LTFW0A	9	Not Collected	Not Collected	Not Collected	97	9997	12	5	292.312
240006845	3	6	2	T	1	2	90	3	1	R	T Trailer	F Belt line/below on trailer	W	0A	03RTFW0A	3	right side of trailer	right side of trailer	none located	1	9999	12	5	292.312
329005924	1	1	1	T	3	56	30	1	1	R	D Distributed - side or end	E Everything below belt line	S	One	01RDES01	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	53.409
329005924	1	2	1	T	1	1	320	11	14	F	L Left - front or rear	A All	W	Eight	11FLAW08	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	53.409
329005924	1	3	1	T	1	2	270	9	1	L	9 Unknown	9 Unknown	9	Unknown	09L99999	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	53.409
329005924	2	2	1	T	1	1	340	11	14	F	L Left - front or rear	E belt line and below	W	One	11FLEW01	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	53.409
329005924	2	3	1	T	1	2	20	1	1	F	R Right - front or rear	E belt line and below	W	One	01FREW01	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	53.409
329005981	1	1	1	T	1	6	180	6	11	B	D Distributed - side or end	A All	W	Six	06BDAW06	1	entire rear	bc to bc	C5	2	9999	4	3	22.769
329005981	1	2	1	T	1	1	340	11	1	F	D Distributed - side or end	E Everything below belt line	W	Three	11FDEW03	2	entire front, 64 cm fwd of front axle	bc to bc	C4	2	9999	4	3	22.769
329005981	1	3	1	T	1	1	20	1	1	F	R Right - front or rear	E Everything below belt line	N	Two	01FREN02	3	Right front	right front bc	c2	2	9999	4	3	22.769
329005981	2	2	1	T	1	1	170	6	1	B	D Distributed - side or end	E Everything below belt line	W	Three	06BDEW03	1	right rear	bc to bc	C3	2	9999	4	3	22.769
329005981	2	5	1	T	3	54	340	11	1	F	D Distributed - side or end	E Everything below belt line	W	Three	11FDEW03	2	64 cm fwd front axle	front	C3	2	9999	4	3	22.769
329005981	3	3	1	T	1	1	160	5	1	B	R Right - front or rear	E Everything below belt line	E	Two	05BREE02	1	LR BC 100 cm aft of RR axle	RR BC	C3	2	9999	4	3	22.769
329005981	4	6	1	T	1	4	0	12	1	F	D Distributed - side or end	L Frame -- top of frame,frame, bottom of frame	W	One	12FDLW01	1	RF BC	RF BC	C2	2	9999	4	3	22.769
329005981	5	6	1	T	1	4	180	6	1	B	L Left - front or rear	E Everything below belt line	W	One	06BLEW01	1	LR BC, 70 cm left of center	RR side	C3	2	9999	4	3	22.769
329005981	5	7	1	T	1	5	30	1	12	F	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	01FZEW02	2	Hood area, 46 cm right of center	46 cm right of center to 30 cm left of center	C2	2	9999	4	3	22.769
329005981	6	1	1	T	1	6	10	12	14	F	D Distributed - side or end	E belt line and below	W	Three	12FDEW03	1	BC to BC	BC to BC	C3	2	9999	4	3	22.769
329005981	6	7	1	T	1	5	200	7	14	B	L Left - front or rear	E belt line and below	E	Two	07BLEE02	2	LR side	cargo brace	C1	2	9999	4	3	22.769
329005982	1	1	1	T	1	2	230	8	1	L	Z Side (P + B) OR End (C + R)	A All	W	Four	08LZAW04	1	left side, at rear axle	b pillar to left rear bc	C4	1	9999	4	3	34.364
329005982	1	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A All	O	Two	00RDAO02	2	right side	entire vehicle	C2	1	9999	4	3	34.364
329005982	2	1	1	T	1	2	10	12	1	F	R Right - front or rear	E belt line and below	W	Two	12FREW02	1	92 cm forward of right front axle	right front bc to 96cm left	c3	2	96	4	3	34.364
329006004	1	1	1	T	1	1	350	12	1	F	D Distributed - side or end	E Everything below belt line	W	Two	12FDEW02	1	entire front bumper	bc to bc	unknown	2	9999	4	3	53.409
329006004	2	1	1	T	1	1	50	2	1	R	F Side Front - left or right	E Everything below belt line	W	One	02RFEW01	1	30 to 80 cm fwrd RF axle	right	unknown	1	50	4	3	53.409
329006004	2	2	1	T	1	2	10	12	1	R	F Side Front - left or right	E Everything below belt line	W	One	12RFEW01	2	right front	right	unknown	1	9999	4	3	53.409
329006004	3	2	1	T	1	2	290	10	1	F	D Distributed - side or end	L Low - top of frame, frame, and bottom of frame	W	One	10FDLW01	1	64 c from LFBC to 230 c	bc to bc	R 2/3 of bumper	2	166	4	3	53.409
329006005	1	1	1	T	1	2	350	12	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	12FYEW03	1	92 c left of front center to left front bc	left front bc to 190 c right	3	2	9999	4	3	34.364
329006005	2	1	1	T	1	2	0	12	1	F	R Right - front or rear	E belt line and below	W	One	12FREW01	1	80cm forward rf axle	50 cm right of center to right front bc	c3	2	70	4	3	34.364
329006024	1	1	1	T	1	1	350	12	11	F	D Distributed - side or end	A All	W	Seven	12FDAW07	1	50 cm left of center front	BC to BC	C2	2	50	4	3	34.364
329006024	2	1	1	T	1	1	330	11	14	L	Z Side (P + B) OR End (C + R)	L Low - top of frame, frame, and bottom of frame	W	Three	11LZLW03	1	Left rear side at axle	180 cm forward LR BC to 250 forward	c2	1	70	4	3	34.364
329006024	2	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	34.364
329006101	1	1	2	T	3	68	270	9	1	L	T Trailer	B Belt Line and above	W	0A	09LTBW0A	1	unknown	unknown	unknown	1	9999	4	3	34.364
329006101	1	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	2	right side rollover	right side rollover	unknown	1	9999	4	3	34.364
329006242	1	1	1	T	1	1	350	12	1	F	L Left - front or rear	A All	E	Seven	12FLAE07	1	LF BC aft B pillar	LF BC to B pillar	C3	2	9999	4	3	22.769
329006242	1	2	1	T	1	1	10	12	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	12FYEW03	2	LF BC to B pilllar	LF BC to B pillar	C3	2	9999	4	3	22.769
329006242	1	3	1	T	1	1	888	0	11	T	Y Side Front/Center Section (F+P)	Y Left and Center (L+C)	W	Seven	00TYYW07	4	top underide- trailer wheels over car	same	unk	3	9999	4	3	22.769
329006242	1	4	1	T	1	2	80	3	1	R	B Side Rear - left or right	E Everything below belt line	W	Three	03RBEW03	3	30 cm aft RR axle to 60 cm	10 cm aft RR axle to 84 cm	C2	1	9999	4	3	22.769
329006242	2	4	1	T	1	2	10	12	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	One	12FYEW01	1	ctr to LF Bc	entire front	C1	2	9999	4	3	22.769
329006242	3	1	1	T	1	1	340	11	14	L	S Side(F + P + W)	E belt line and below	W	Two	11LSEW02	1	105 cm aft LF cab axle to 136cm	LF axle aft 240 cm	C3	1	240	4	3	22.769
329006242	3	2	2	T	1	1	340	11	1	L	T Trailer	W Below undercarriage level ( wheels and tires onl	W	0A	11LTWW0A	2	325 cm fwd of trailer LR BC	4th axle	C3	1	54	4	3	22.769
329006242	3	3	2	T	1	1	888	0	14	U	T Trailer	L Left	W	Two	00UTLW02	3	undercarriage- left trailer axle	same	unk	4	9999	4	3	22.769
329006341	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	1	Entire side plane	Entire side plane	C4	1	853	4	3	34.364
329006401	1	1	1	T	1	1	270	9	1	L	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	09LYEW03	1	over left front axle	40 cm forward lf axle to 166 cm aft	c3	1	9999	4	3	34.364
329006401	1	2	1	T	1	1	250	8	1	L	P Side center section L or R	E Everything below belt line	W	Three	08LPEW03	2	below "b" pillar left side	25 cm forward of B pillar to 25 cm aft	c3	1	9999	4	3	34.364
329006401	2	1	1	T	1	1	20	1	1	F	R Right - front or rear	E belt line and below	W	Two	01FREW02	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	34.364
329006401	2	2	1	T	1	1	50	2	1	R	R Right - front or rear	E belt line and below	W	Two	02RREW02	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	34.364
329006401	2	3	1	T	3	63	888	0	1	F	D Distributed - side or end	W Below undercarriage level ( wheels and tires onl	9	One	00FDW901	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	34.364
329006401	2	4	1	T	3	51	0	12	1	F	R Right - front or rear	G Belt line and above	N	Two	12FRGN02	9	Not Collected	Not Collected	Not Collected	97	9997	4	3	34.364
329006424	1	1	1	T	1	1	330	11	1	F	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Three	11FZEW03	1	RF corner -- left 66cm	bc to bc	C6	2	66	4	3	34.364
329006424	2	1	1	T	1	1	70	2	1	R	B Side rear of cab to rear of trailer/cargo area	F Belt line/below on trailer	W	0A	02RBFW0A	1	210 cm fwr of RR axle	Right side step into van	C3	1	30	4	3	34.364
329006526	1	1	1	T	1	1	50	2	1	R	D Distributed - side or end	A All	W	Three	02RDAW03	1	60 cm fwd RF axle to 34 cm aft RR axle	RF BC to 350 cm aft	C4	1	9999	4	3	53.409
329006526	1	2	1	T	3	44	20	1	1	F	R Right - front or rear	E Everything below belt line	W	One	01FREW01	2	unknown frontal	frontal	unk	2	9999	4	3	53.409
329006526	2	1	1	T	1	1	320	11	1	F	D Distributed - side or end	E belt line and below	W	One	11FDEW01	1	32 cm r of front center to 38 cm l of front center	Bc to BC	C3	2	163	4	3	53.409
329006566	1	1	1	T	1	2	350	12	1	L	D Distributed - side or end	E Everything below belt line	S	Two	12LDES02	1	50cm aft LF axle to 20cm fwd LR axle	entire left side	C3	1	9999	4	3	0
329006566	2	1	1	T	1	2	350	12	1	F	L Left - front or rear	E belt line and below	S	Two	12FLES02	1	LF BC	LF BC	C2	2	9999	4	3	0
329006566	2	2	1	T	3	63	340	11	1	F	L Left - front or rear	W Below undercarriage level ( wheels and tires onl	N	Three	11FLWN03	2	LF tire- curb	same	-	4	9999	4	3	0
329006566	2	3	1	T	3	50	340	11	1	F	L Left - front or rear	E belt line and below	N	One	11FLEN01	3	18cm to 26 cm right of center front	front center bumper	C1	2	6	4	3	0
329006566	2	4	1	T	3	57	340	11	1	F	L Left - front or rear	E belt line and below	W	One	11FLEW01	4	overlapping	overlapping	C1	2	9999	4	3	0
329006566	2	5	1	T	3	42	340	11	1	F	L Left - front or rear	E belt line and below	E	Two	11FLEE02	5	84 cm to 124 cm right of front center	LF BC	C2	2	40	4	3	0
329006566	2	6	1	T	3	57	340	11	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	11FYEW01	6	overlapping	overlapping	C1	2	9999	4	3	0
329006566	2	7	1	T	3	43	0	12	1	F	C Center - front or rear	E belt line and below	W	One	12FCEW01	7	overlapping	overlapping	C1	2	9999	4	3	0
329006566	2	8	2	T	3	42	888	0	1	T	T Trailer	Z Right and Center(R+C)	N	0A	00TTZN0A	8	top of trailer	top of trailer	C2	3	9999	4	3	0
329006606	1	2	1	T	1	2	888	0	1	T	Z Side Center/Rear Section(P+B)	D Distributed	W	Seven	00TZDW07	1	ROOF -A pillar driver side across roof to RR BC	Entire roof, trunk area	C5	3	9999	4	3	34.364
329006606	2	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	2	140 cm to 220 cm aft of RF axle	entire right side	C3	1	9999	4	3	34.364
329006606	2	2	1	T	1	2	888	0	1	R	Z Side (P + B) OR End (C + R)	H Top of frame to top of vehicle	W	Two	00RZHW02	1	140 cm to 220 cm aft of RF axle	entire right side	C3	1	9999	4	3	34.364
331005648	1	2	1	T	5	78	340	11	1	F	D Distributed - side or end	E Everything below belt line	W	Three	11FDEW03	1	Bumper corner to bmp corner	Bumper corner to bmp corner	48	2	170	6	1	19.812
331005767	1	2	1	T	1	4	270	9	1	L	D Distributed - side or end	A All	W	Two	09LDAW02	1	entire left	entire left	L mid-rear	1	481	6	1	19.812
331005767	1	4	1	T	1	1	150	5	1	R	B Side Rear - left or right	E Everything below belt line	W	Two	05RBEW02	2	right rear	unknown	unknown	1	9999	6	1	19.812
331005767	2	4	1	T	1	1	330	11	1	L	B Side Rear - left or right	E Everything below belt line	W	One	11LBEW01	1	left behind rear axle to rear bumper corner	unknown	left rear	1	9999	6	1	19.812
331005767	3	3	1	T	1	4	350	12	1	L	P Side center section L or R	E Everything below belt line	S	One	12LPES01	1	begins 14cm before rear axle ends 24cm before f ax	begins 14cm before rear axle ends 24cm before f ax	LF door	1	216	6	1	19.812
331005767	4	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00LDAO02	1	entire left side 1010cm	entire left side 1010cm	20cm	1	1000	6	1	19.812
331005767	4	2	1	T	1	4	888	0	1	T	9 Unknown	9 Unknown	9	One	00T99901	2	unk	unk	unk	3	9999	6	1	19.812
331005767	4	3	1	T	1	4	888	0	1	T	9 Unknown	9 Unknown	9	One	00T99901	3	unk	unk	unk	3	1000	6	1	19.812
331005867	1	1	1	T	3	54	300	10	1	L	D Distributed - side or end	E belt line and below	W	Two	10LDEW02	1	UNK	UNK	UNK	1	9999	6	1	29.901
331005867	1	2	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00LDAO03	2	rollover	rollover	83	1	9999	6	1	29.901
331005867	1	3	1	T	3	57	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	3	unknown-overlapping	unknown-overlapping	unk	2	9999	6	1	29.901
331005868	1	1	1	T	1	1	20	1	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	E	Eight	01FRAE08	1	Bumper corner to bmp corner	Bumper corner to bmp corner	26	2	9999	6	1	29.901
331005868	2	1	1	T	1	1	200	7	1	B	L Left - front or rear	A Top to Bottom of vehicle / no wheels	E	0A	07BLAE0A	1	begins 78cm right of left bmp corner	begins 78cm right of left bmp corner	21	2	9999	6	1	29.901
331005868	2	2	1	T	3	56	20	1	1	F	9 Unknown	9 Unknown	9	Unknown	01F99999	2	unknown	unknown	unk	2	9999	6	1	29.901
331006007	1	1	1	T	1	2	170	6	11	B	D Distributed - side or end	E Everything below belt line	W	Three	06BDEW03	1	rear bumper corner to bumper corner	rear bumper corner to bumper corner	36cm	2	160	6	1	46.473
331006007	1	2	1	T	1	1	888	0	1	T	Z Side Center/Rear Section(P+B)	Y Left and Center (L+C)	W	Six	00TZYW06	4	rear underide	rear underide	unk	3	9999	6	1	46.473
331006007	1	3	1	T	3	54	20	1	1	F	D Distributed - side or end	E Everything below belt line	W	Two	01FDEW02	2	front bumper corner to bmp corner	front bumper corner to bmp corner	32cm	2	160	6	1	46.473
331006007	1	4	1	T	2	31	888	0	1	L	D Distributed - side or end	A All	O	Three	00LDAO03	3	left side from end to end	left side from end to end	43cm	1	9999	6	1	46.473
331006007	1	5	1	T	3	61	888	0	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	00FYEW03	5	front into ground -ctr left	entire front	unknown	2	9999	6	1	46.473
331006007	2	1	1	T	1	2	350	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	Two	12FZEW02	1	begins 10cm right of center bumper	begins 10cm right of center bumper	81	2	174	6	1	46.473
331006007	2	2	1	T	1	1	888	0	1	U	Y Side Front/Center Section (F+P)	Z Right and Center(R+C)	W	Two	00UYZW02	2	overide	overide	unk	4	9999	6	1	46.473
331006007	2	6	1	T	3	54	30	1	1	F	R Right - front or rear	E belt line and below	E	Four	01FREE04	3	front right - overlapping	front right - overlapping	unk	2	9999	6	1	46.473
331006008	2	1	1	T	1	2	350	12	1	F	L Left - front or rear	E belt line and below	W	One	12FLEW01	1	begins 3cm left of center bumper	begins 3cm left of center bumper	3	2	100	6	1	19.812
331006127	1	1	1	T	5	72	0	12	1	F	L Left - front or rear	E belt line and below	N	One	12FLEN01	1	20cm left of center bumper	20cm left of center bumper	1	2	40	6	1	19.812
331006249	1	1	1	T	3	54	20	1	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	W	One	01FRAW01	1	rf bumper corner and R approx 1/5 bumper	unknown	RF BC	2	46	6	1	46.473
331006249	1	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Four	00RDAO04	2	entire R	right side	cab	1	9999	6	1	46.473
331006250	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	1	entire right side	entire right side	top of A pillar	1	1000	6	1	29.901
331006253	1	2	1	T	5	79	888	0	1	L	D Distributed - side or end	A All	W	Two	00LDAW02	1	entire left side of vehicle	entire left side of vehicle	upper door	1	9999	6	1	29.901
331006253	1	3	1	T	3	54	60	2	1	R	F Side Front - left or right	E Everything below belt line	W	One	02RFEW01	2	25cm right of center bumper	unknown	right front	1	9999	6	1	29.901
331006253	2	1	2	T	2	38	888	0	1	L	T Trailer	B Belt Line and above	W	0A	00LTBW0A	1	entire right side of intermodal container 1370cm	entire right side of intermodal container - 1370cm	32	1	1000	6	1	29.901
331006312	1	1	1	T	3	53	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	3	front	front	unknown	2	9999	6	1	19.812
331006312	1	2	1	T	3	64	20	1	1	F	R Right - front or rear	E belt line and below	W	Two	01FREW02	1	front, R bumper corner and left	front	RF bumper corner	2	72	6	1	19.812
331006312	1	3	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Five	00TDDO05	2	entire top	entire top	greenhouse	3	217	6	1	19.812
331006314	1	1	1	T	5	72	0	12	1	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	One	12FZEW01	1	10cm left of center bumper	10cm left of center bumper	2cm	2	120	6	1	19.812
331006352	1	1	1	T	1	2	300	10	1	L	Y Side (F + P) OR End (L + C)	A All	W	Three	10LYAW03	1	20cm front of rear axle- forward	4cm front of rear axle	45	1	401	6	1	46.473
331006352	2	1	1	T	1	2	30	1	1	F	D Distributed - side or end	E belt line and below	W	Two	01FDEW02	1	bumper corner to bumper corner	bumper corner to bumper corner	30	2	226	6	1	46.473
332006056	1	1	1	T	5	77	150	5	1	R	Z Side (P + B) OR End (C + R)	A Top to Bottom of vehicle / no wheels	W	0A	05RZAW0A	1	right 271 to 339cm behind front bumper corner	unknown-overlapping induced damage on all planes	R frame rail centered on direct damage	1	45	8	2	206.963
332006056	1	2	1	T	3	52	270	9	1	L	9 Unknown	9 Unknown	9	Unknown	09L99999	2	left- unknown, cargo box disintigrated	left- unknown, cargo box disintigrated	unknown	1	9999	8	2	206.963
332006056	1	3	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00LDAO02	3	left	rollover	unknown	1	985	8	2	206.963
332006211	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	1	right entire right side	right	rt rear of tractor	1	9999	8	2	206.963
332006211	1	2	2	T	3	42	888	0	1	T	T Trailer	D Distributed	W	0B	00TTDW0B	2	top front of trailer	unknown	top fr trailer	3	9999	8	2	206.963
332006431	1	1	2	T	2	38	999	99	1	9	9 Unknown	9 Unknown	9	Unknown	99999999	1	none, cargo loss only	NA	NA	99	0	8	2	0
332006531	1	1	1	T	5	72	0	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	12FYEW01	1	front centerline and left	NA	none	2	9999	8	2	137.133
332006696	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	1	entire right	NA	sleeper berth	1	9999	8	2	206.963
332006697	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00RDAO01	1	entire right	NA	unk	1	9999	8	2	137.133
332006697	1	2	1	T	3	56	888	0	1	R	K Side(P + W)	H Top of frame to top of vehicle	W	Unknown	00RKHW99	2	right, sleeper to trailer headboard	NA	unk	1	9999	8	2	137.133
332006697	1	3	1	T	3	64	888	0	1	F	9 Unknown	9 Unknown	9	Unknown	00F99999	3	front	NA	unk	2	9999	8	2	137.133
332006751	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00RDAO01	1	right	NA	right	1	9999	8	2	206.963
332006751	1	2	2	T	3	56	888	0	1	T	T Trailer	D Distributed	W	0D	00TTDW0D	2	top	NA	top	3	9999	8	2	206.963
332006751	1	3	1	T	3	64	888	0	1	T	9 Unknown	9 Unknown	9	One	00T99901	3	top	NA	top	3	9999	8	2	206.963
333006234	1	1	1	T	1	1	350	12	11	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Eight	12FDAW08	1	entire front plane	same	right front corner above bumper	2	240	9	8	216.96
333006234	2	1	1	T	1	1	80	3	1	R	B Side rear of cab to rear of trailer/cargo area	A Top to Bottom of vehicle / no wheels	W	Three	03RBAW03	1	2nd axle of power unit	same	same	1	9999	9	8	216.96
333006234	2	2	2	T	3	68	270	9	1	L	9 Unknown	9 Unknown	9	0A	09L9990A	3	unknown area of left	same	same	1	9999	9	8	216.96
333006294	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00LDAO03	1	entire left plane	same	A-pillar	1	1200	9	8	468.821
333006374	1	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0B	06BDAW0B	1	entire rear plane	same	LRBC	2	240	9	8	756.035
333006374	1	3	1	T	3	56	10	12	1	F	R Right - front or rear	E belt line and below	W	One	12FREW01	2	60cm from RFBC to RFBC	same	RFBC	2	60	9	8	756.035
333006374	2	1	1	T	1	1	0	12	1	F	D Distributed - side or end	H Top of frame to top of vehicle	W	Six	12FDHW06	1	entire front plane, above bumper	same	passenger side crushed to middle of windshield	2	245	9	8	756.035
333006374	2	2	1	T	2	35	999	13	1	C	D Distributed - side or end	H Top of frame to top of vehicle	W	Seven	13CDHW07	2	rear of cab + front of trailer	same	equal crush	2	245	9	8	756.035
